
Midterm1,8BdlWK9mvn,55,ULwjaY2xyw
Assignment5,8BdlWK9mvn,46,ULwjaY2xyw
Midterm2,8BdlWK9mvn,57,ULwjaY2xyw
Final Project,8BdlWK9mvn,103,ULwjaY2xyw
Bonus Quiz,8BdlWK9mvn,9,ULwjaY2xyw
Final Exam,8BdlWK9mvn,47,ULwjaY2xyw
Assignment1,hEp6l3yRkB,73,ULwjaY2xyw
Assignment2,hEp6l3yRkB,88,ULwjaY2xyw
Assignment3,hEp6l3yRkB,73,ULwjaY2xyw
Assignment4,hEp6l3yRkB,68,ULwjaY2xyw
Midterm1,hEp6l3yRkB,57,ULwjaY2xyw
Assignment5,hEp6l3yRkB,83,ULwjaY2xyw
Midterm2,hEp6l3yRkB,23,ULwjaY2xyw
Final Project,hEp6l3yRkB,135,ULwjaY2xyw
Bonus Quiz,hEp6l3yRkB,8,ULwjaY2xyw
Final Exam,hEp6l3yRkB,24,ULwjaY2xyw
Assignment1,vrSPzDaBog,46,ULwjaY2xyw
Assignment2,vrSPzDaBog,51,ULwjaY2xyw
Assignment3,vrSPzDaBog,64,ULwjaY2xyw
Assignment4,vrSPzDaBog,47,ULwjaY2xyw
Midterm1,vrSPzDaBog,57,ULwjaY2xyw
Assignment5,vrSPzDaBog,56,ULwjaY2xyw
Midterm2,vrSPzDaBog,33,ULwjaY2xyw
Final Project,vrSPzDaBog,107,ULwjaY2xyw
Bonus Quiz,vrSPzDaBog,8,ULwjaY2xyw
Final Exam,vrSPzDaBog,41,ULwjaY2xyw
Assignment1,0nYGfSzH52,83,ULwjaY2xyw
Assignment2,0nYGfSzH52,100,ULwjaY2xyw
Assignment3,0nYGfSzH52,27,ULwjaY2xyw
Assignment4,0nYGfSzH52,33,ULwjaY2xyw
Midterm1,0nYGfSzH52,20,ULwjaY2xyw
Assignment5,0nYGfSzH52,80,ULwjaY2xyw
Midterm2,0nYGfSzH52,56,ULwjaY2xyw
Final Project,0nYGfSzH52,34,ULwjaY2xyw
Bonus Quiz,0nYGfSzH52,3,ULwjaY2xyw
Final Exam,0nYGfSzH52,99,ULwjaY2xyw
Assignment1,4D8d5NFQey,74,ULwjaY2xyw
Assignment2,4D8d5NFQey,96,ULwjaY2xyw
Assignment3,4D8d5NFQey,69,ULwjaY2xyw
Assignment4,4D8d5NFQey,94,ULwjaY2xyw
Midterm1,4D8d5NFQey,31,ULwjaY2xyw
Assignment5,4D8d5NFQey,92,ULwjaY2xyw
Midterm2,4D8d5NFQey,41,ULwjaY2xyw
Final Project,4D8d5NFQey,149,ULwjaY2xyw
Bonus Quiz,4D8d5NFQey,3,ULwjaY2xyw
Final Exam,4D8d5NFQey,67,ULwjaY2xyw
Assignment1,tmil3gYi8I,55,ULwjaY2xyw
Assignment2,tmil3gYi8I,56,ULwjaY2xyw
Assignment3,tmil3gYi8I,92,ULwjaY2xyw
Assignment4,tmil3gYi8I,54,ULwjaY2xyw
Midterm1,tmil3gYi8I,41,ULwjaY2xyw
Assignment5,tmil3gYi8I,22,ULwjaY2xyw
Midterm2,tmil3gYi8I,41,ULwjaY2xyw
Final Project,tmil3gYi8I,120,ULwjaY2xyw
Bonus Quiz,tmil3gYi8I,3,ULwjaY2xyw
Final Exam,tmil3gYi8I,58,ULwjaY2xyw
Assignment1,stB2damzF1,94,ULwjaY2xyw
Assignment2,stB2damzF1,47,ULwjaY2xyw
Assignment3,stB2damzF1,70,ULwjaY2xyw
Assignment4,stB2damzF1,50,ULwjaY2xyw
Midterm1,stB2damzF1,41,ULwjaY2xyw
Assignment5,stB2damzF1,22,ULwjaY2xyw
Midterm2,stB2damzF1,56,ULwjaY2xyw
Final Project,stB2damzF1,124,ULwjaY2xyw
Bonus Quiz,stB2damzF1,7,ULwjaY2xyw
Final Exam,stB2damzF1,28,ULwjaY2xyw
Assignment1,Q5zYQSo07T,73,ULwjaY2xyw
Assignment2,Q5zYQSo07T,82,ULwjaY2xyw
Assignment3,Q5zYQSo07T,40,ULwjaY2xyw
Assignment4,Q5zYQSo07T,77,ULwjaY2xyw
Midterm1,Q5zYQSo07T,30,ULwjaY2xyw
Assignment5,Q5zYQSo07T,62,ULwjaY2xyw
Midterm2,Q5zYQSo07T,47,ULwjaY2xyw
Final Project,Q5zYQSo07T,91,ULwjaY2xyw
Bonus Quiz,Q5zYQSo07T,3,ULwjaY2xyw
Final Exam,Q5zYQSo07T,70,ULwjaY2xyw
Assignment1,yVEE6glmyP,52,ULwjaY2xyw
Assignment2,yVEE6glmyP,88,ULwjaY2xyw
Assignment3,yVEE6glmyP,90,ULwjaY2xyw
Assignment4,yVEE6glmyP,67,ULwjaY2xyw
Midterm1,yVEE6glmyP,20,ULwjaY2xyw
Assignment5,yVEE6glmyP,29,ULwjaY2xyw
Midterm2,yVEE6glmyP,28,ULwjaY2xyw
Final Project,yVEE6glmyP,45,ULwjaY2xyw
Bonus Quiz,yVEE6glmyP,1,ULwjaY2xyw
Final Exam,yVEE6glmyP,82,ULwjaY2xyw
Assignment1,WJrWAidLZ5,95,dn2lQ8vS7k
Assignment2,WJrWAidLZ5,72,dn2lQ8vS7k
Assignment3,WJrWAidLZ5,100,dn2lQ8vS7k
Assignment4,WJrWAidLZ5,72,dn2lQ8vS7k
Midterm1,WJrWAidLZ5,27,dn2lQ8vS7k
Assignment5,WJrWAidLZ5,100,dn2lQ8vS7k
Midterm2,WJrWAidLZ5,55,dn2lQ8vS7k
Final Project,WJrWAidLZ5,64,dn2lQ8vS7k
Bonus Quiz,WJrWAidLZ5,5,dn2lQ8vS7k
Final Exam,WJrWAidLZ5,80,dn2lQ8vS7k
Assignment1,DlK1RDF6DZ,69,dn2lQ8vS7k
Assignment2,DlK1RDF6DZ,61,dn2lQ8vS7k
Assignment3,DlK1RDF6DZ,51,dn2lQ8vS7k
Assignment4,DlK1RDF6DZ,72,dn2lQ8vS7k
Midterm1,DlK1RDF6DZ,40,dn2lQ8vS7k
Assignment5,DlK1RDF6DZ,67,dn2lQ8vS7k
Midterm2,DlK1RDF6DZ,49,dn2lQ8vS7k
Final Project,DlK1RDF6DZ,57,dn2lQ8vS7k
Bonus Quiz,DlK1RDF6DZ,3,dn2lQ8vS7k
Final Exam,DlK1RDF6DZ,92,dn2lQ8vS7k
Assignment1,s8jX7v1r9L,80,dn2lQ8vS7k
Assignment2,s8jX7v1r9L,46,dn2lQ8vS7k
Assignment3,s8jX7v1r9L,64,dn2lQ8vS7k
Assignment4,s8jX7v1r9L,35,dn2lQ8vS7k
Midterm1,s8jX7v1r9L,21,dn2lQ8vS7k
Assignment5,s8jX7v1r9L,76,dn2lQ8vS7k
Midterm2,s8jX7v1r9L,36,dn2lQ8vS7k
Final Project,s8jX7v1r9L,120,dn2lQ8vS7k
Bonus Quiz,s8jX7v1r9L,1,dn2lQ8vS7k
Final Exam,s8jX7v1r9L,58,dn2lQ8vS7k
Assignment1,qSaWq5Khmt,78,dn2lQ8vS7k
Assignment2,qSaWq5Khmt,90,dn2lQ8vS7k
Assignment3,qSaWq5Khmt,68,dn2lQ8vS7k
Assignment4,qSaWq5Khmt,50,dn2lQ8vS7k
Midterm1,qSaWq5Khmt,29,dn2lQ8vS7k
Assignment5,qSaWq5Khmt,77,dn2lQ8vS7k
Midterm2,qSaWq5Khmt,59,dn2lQ8vS7k
Final Project,qSaWq5Khmt,149,dn2lQ8vS7k
Bonus Quiz,qSaWq5Khmt,6,dn2lQ8vS7k
Final Exam,qSaWq5Khmt,49,dn2lQ8vS7k
Assignment1,l8fb19WIds,88,dn2lQ8vS7k
Assignment2,l8fb19WIds,70,dn2lQ8vS7k
Assignment3,l8fb19WIds,92,dn2lQ8vS7k
Assignment4,l8fb19WIds,88,dn2lQ8vS7k
Midterm1,l8fb19WIds,55,dn2lQ8vS7k
Assignment5,l8fb19WIds,82,dn2lQ8vS7k
Midterm2,l8fb19WIds,24,dn2lQ8vS7k
Final Project,l8fb19WIds,138,dn2lQ8vS7k
Bonus Quiz,l8fb19WIds,7,dn2lQ8vS7k
Final Exam,l8fb19WIds,79,dn2lQ8vS7k
Assignment1,LbOIaCTwOR,78,dn2lQ8vS7k
Assignment2,LbOIaCTwOR,69,dn2lQ8vS7k
Assignment3,LbOIaCTwOR,89,dn2lQ8vS7k
Assignment4,LbOIaCTwOR,94,dn2lQ8vS7k
Midterm1,LbOIaCTwOR,35,dn2lQ8vS7k
Assignment5,LbOIaCTwOR,41,dn2lQ8vS7k
Midterm2,LbOIaCTwOR,59,dn2lQ8vS7k
Final Project,LbOIaCTwOR,146,dn2lQ8vS7k
Bonus Quiz,LbOIaCTwOR,3,dn2lQ8vS7k
Final Exam,LbOIaCTwOR,36,dn2lQ8vS7k
Assignment1,F8SGo1rfbJ,81,dn2lQ8vS7k
Assignment2,F8SGo1rfbJ,91,dn2lQ8vS7k
Assignment3,F8SGo1rfbJ,53,dn2lQ8vS7k
Assignment4,F8SGo1rfbJ,92,dn2lQ8vS7k
Midterm1,F8SGo1rfbJ,26,dn2lQ8vS7k
Assignment5,F8SGo1rfbJ,53,dn2lQ8vS7k
Midterm2,F8SGo1rfbJ,43,dn2lQ8vS7k
Final Project,F8SGo1rfbJ,71,dn2lQ8vS7k
Bonus Quiz,F8SGo1rfbJ,6,dn2lQ8vS7k
Final Exam,F8SGo1rfbJ,99,dn2lQ8vS7k
Assignment1,aDQQtN7BnB,90,dn2lQ8vS7k
Assignment2,aDQQtN7BnB,78,dn2lQ8vS7k
Assignment3,aDQQtN7BnB,72,dn2lQ8vS7k
Assignment4,aDQQtN7BnB,65,dn2lQ8vS7k
Midterm1,aDQQtN7BnB,47,dn2lQ8vS7k
Assignment5,aDQQtN7BnB,77,dn2lQ8vS7k
Midterm2,aDQQtN7BnB,53,dn2lQ8vS7k
Final Project,aDQQtN7BnB,86,dn2lQ8vS7k
Bonus Quiz,aDQQtN7BnB,7,dn2lQ8vS7k
Final Exam,aDQQtN7BnB,84,dn2lQ8vS7k
Assignment1,JEdJCRTwMu,98,dn2lQ8vS7k
Assignment2,JEdJCRTwMu,52,dn2lQ8vS7k
Assignment3,JEdJCRTwMu,97,dn2lQ8vS7k
Assignment4,JEdJCRTwMu,78,dn2lQ8vS7k
Midterm1,JEdJCRTwMu,45,dn2lQ8vS7k
Assignment5,JEdJCRTwMu,92,dn2lQ8vS7k
Midterm2,JEdJCRTwMu,43,dn2lQ8vS7k
Final Project,JEdJCRTwMu,141,dn2lQ8vS7k
Bonus Quiz,JEdJCRTwMu,6,dn2lQ8vS7k
Final Exam,JEdJCRTwMu,96,dn2lQ8vS7k
Assignment1,ixYZCGpl5D,58,dn2lQ8vS7k
Assignment2,ixYZCGpl5D,45,dn2lQ8vS7k
Assignment3,ixYZCGpl5D,86,dn2lQ8vS7k
Assignment4,ixYZCGpl5D,66,dn2lQ8vS7k
Midterm1,ixYZCGpl5D,36,dn2lQ8vS7k
Assignment5,ixYZCGpl5D,73,dn2lQ8vS7k
Midterm2,ixYZCGpl5D,53,dn2lQ8vS7k
Final Project,ixYZCGpl5D,65,dn2lQ8vS7k
Bonus Quiz,ixYZCGpl5D,3,dn2lQ8vS7k
Final Exam,ixYZCGpl5D,58,dn2lQ8vS7k
Assignment1,iep724zbM3,63,dn2lQ8vS7k
Assignment2,iep724zbM3,61,dn2lQ8vS7k
Assignment3,iep724zbM3,87,dn2lQ8vS7k
Assignment4,iep724zbM3,35,dn2lQ8vS7k
Midterm1,iep724zbM3,20,dn2lQ8vS7k
Assignment5,iep724zbM3,96,dn2lQ8vS7k
Midterm2,iep724zbM3,47,dn2lQ8vS7k
Final Project,iep724zbM3,101,dn2lQ8vS7k
Bonus Quiz,iep724zbM3,5,dn2lQ8vS7k
Final Exam,iep724zbM3,79,dn2lQ8vS7k
Assignment1,rRMSF0EH7d,71,dn2lQ8vS7k
Assignment2,rRMSF0EH7d,75,dn2lQ8vS7k
Assignment3,rRMSF0EH7d,68,dn2lQ8vS7k
Assignment4,rRMSF0EH7d,64,dn2lQ8vS7k
Midterm1,rRMSF0EH7d,48,dn2lQ8vS7k
Assignment5,rRMSF0EH7d,83,dn2lQ8vS7k
Midterm2,rRMSF0EH7d,28,dn2lQ8vS7k
Final Project,rRMSF0EH7d,42,dn2lQ8vS7k
Bonus Quiz,rRMSF0EH7d,1,dn2lQ8vS7k
Final Exam,rRMSF0EH7d,78,dn2lQ8vS7k
Assignment1,EWUS9AaKts,89,dn2lQ8vS7k
Assignment2,EWUS9AaKts,67,dn2lQ8vS7k
Assignment3,EWUS9AaKts,54,dn2lQ8vS7k
Assignment4,EWUS9AaKts,98,dn2lQ8vS7k
Midterm1,EWUS9AaKts,22,dn2lQ8vS7k
Assignment5,EWUS9AaKts,63,dn2lQ8vS7k
Midterm2,EWUS9AaKts,32,dn2lQ8vS7k
Final Project,EWUS9AaKts,119,dn2lQ8vS7k
Bonus Quiz,EWUS9AaKts,4,dn2lQ8vS7k
Final Exam,EWUS9AaKts,54,dn2lQ8vS7k
Assignment1,w4xX1lvTG7,68,dn2lQ8vS7k
Assignment2,w4xX1lvTG7,45,dn2lQ8vS7k
Assignment3,w4xX1lvTG7,92,dn2lQ8vS7k
Assignment4,w4xX1lvTG7,39,dn2lQ8vS7k
Midterm1,w4xX1lvTG7,25,dn2lQ8vS7k
Assignment5,w4xX1lvTG7,99,dn2lQ8vS7k
Midterm2,w4xX1lvTG7,30,dn2lQ8vS7k
Final Project,w4xX1lvTG7,47,dn2lQ8vS7k
Bonus Quiz,w4xX1lvTG7,3,dn2lQ8vS7k
Final Exam,w4xX1lvTG7,86,dn2lQ8vS7k
Assignment1,tmt3aPs20s,95,nDjbU9kEpX
Assignment2,tmt3aPs20s,83,nDjbU9kEpX
Assignment3,tmt3aPs20s,96,nDjbU9kEpX
Assignment4,tmt3aPs20s,88,nDjbU9kEpX
Midterm1,tmt3aPs20s,33,nDjbU9kEpX
Assignment5,tmt3aPs20s,86,nDjbU9kEpX
Midterm2,tmt3aPs20s,51,nDjbU9kEpX
Final Project,tmt3aPs20s,103,nDjbU9kEpX
Bonus Quiz,tmt3aPs20s,1,nDjbU9kEpX
Final Exam,tmt3aPs20s,64,nDjbU9kEpX
Assignment1,VxX7KCsBEi,70,nDjbU9kEpX
Assignment2,VxX7KCsBEi,95,nDjbU9kEpX
Assignment3,VxX7KCsBEi,70,nDjbU9kEpX
Assignment4,VxX7KCsBEi,97,nDjbU9kEpX
Midterm1,VxX7KCsBEi,44,nDjbU9kEpX
Assignment5,VxX7KCsBEi,47,nDjbU9kEpX
Midterm2,VxX7KCsBEi,27,nDjbU9kEpX
Final Project,VxX7KCsBEi,108,nDjbU9kEpX
Bonus Quiz,VxX7KCsBEi,9,nDjbU9kEpX
Final Exam,VxX7KCsBEi,58,nDjbU9kEpX
Assignment1,PiQvBSPut9,70,nDjbU9kEpX
Assignment2,PiQvBSPut9,91,nDjbU9kEpX
Assignment3,PiQvBSPut9,66,nDjbU9kEpX
Assignment4,PiQvBSPut9,67,nDjbU9kEpX
Midterm1,PiQvBSPut9,30,nDjbU9kEpX
Assignment5,PiQvBSPut9,56,nDjbU9kEpX
Midterm2,PiQvBSPut9,26,nDjbU9kEpX
Final Project,PiQvBSPut9,120,nDjbU9kEpX
Bonus Quiz,PiQvBSPut9,6,nDjbU9kEpX
Final Exam,PiQvBSPut9,53,nDjbU9kEpX
Assignment1,MvygDkC5GZ,44,nDjbU9kEpX
Assignment2,MvygDkC5GZ,71,nDjbU9kEpX
Assignment3,MvygDkC5GZ,36,nDjbU9kEpX
Assignment4,MvygDkC5GZ,76,nDjbU9kEpX
Midterm1,MvygDkC5GZ,31,nDjbU9kEpX
Assignment5,MvygDkC5GZ,71,nDjbU9kEpX
Midterm2,MvygDkC5GZ,23,nDjbU9kEpX
Final Project,MvygDkC5GZ,94,nDjbU9kEpX
Bonus Quiz,MvygDkC5GZ,0,nDjbU9kEpX
Final Exam,MvygDkC5GZ,84,nDjbU9kEpX
Assignment1,pSE2USVUGe,73,nDjbU9kEpX
Assignment2,pSE2USVUGe,52,nDjbU9kEpX
Assignment3,pSE2USVUGe,88,nDjbU9kEpX
Assignment4,pSE2USVUGe,67,nDjbU9kEpX
Midterm1,pSE2USVUGe,36,nDjbU9kEpX
Assignment5,pSE2USVUGe,53,nDjbU9kEpX
Midterm2,pSE2USVUGe,34,nDjbU9kEpX
Final Project,pSE2USVUGe,105,nDjbU9kEpX
Bonus Quiz,pSE2USVUGe,4,nDjbU9kEpX
Final Exam,pSE2USVUGe,77,nDjbU9kEpX
Assignment1,uZfhzJCf3Q,30,nDjbU9kEpX
Assignment2,uZfhzJCf3Q,86,nDjbU9kEpX
Assignment3,uZfhzJCf3Q,48,nDjbU9kEpX
Assignment4,uZfhzJCf3Q,64,nDjbU9kEpX
Midterm1,uZfhzJCf3Q,38,nDjbU9kEpX
Assignment5,uZfhzJCf3Q,32,nDjbU9kEpX
Midterm2,uZfhzJCf3Q,48,nDjbU9kEpX
Final Project,uZfhzJCf3Q,22,nDjbU9kEpX
Bonus Quiz,uZfhzJCf3Q,4,nDjbU9kEpX
Final Exam,uZfhzJCf3Q,99,nDjbU9kEpX
Assignment1,2ruNWPmicg,29,nDjbU9kEpX
Assignment2,2ruNWPmicg,94,nDjbU9kEpX
Assignment3,2ruNWPmicg,49,nDjbU9kEpX
Assignment4,2ruNWPmicg,77,nDjbU9kEpX
Midterm1,2ruNWPmicg,58,nDjbU9kEpX
Assignment5,2ruNWPmicg,56,nDjbU9kEpX
Midterm2,2ruNWPmicg,23,nDjbU9kEpX
Final Project,2ruNWPmicg,119,nDjbU9kEpX
Bonus Quiz,2ruNWPmicg,9,nDjbU9kEpX
Final Exam,2ruNWPmicg,37,nDjbU9kEpX
Assignment1,5xTn7laQAz,57,nDjbU9kEpX
Assignment2,5xTn7laQAz,36,nDjbU9kEpX
Assignment3,5xTn7laQAz,41,nDjbU9kEpX
Assignment4,5xTn7laQAz,25,nDjbU9kEpX
Midterm1,5xTn7laQAz,27,nDjbU9kEpX
Assignment5,5xTn7laQAz,42,nDjbU9kEpX
Midterm2,5xTn7laQAz,28,nDjbU9kEpX
Final Project,5xTn7laQAz,48,nDjbU9kEpX
Bonus Quiz,5xTn7laQAz,7,nDjbU9kEpX
Final Exam,5xTn7laQAz,92,nDjbU9kEpX
Assignment1,UPLEFa48ob,29,nDjbU9kEpX
Assignment2,UPLEFa48ob,91,nDjbU9kEpX
Assignment3,UPLEFa48ob,88,nDjbU9kEpX
Assignment4,UPLEFa48ob,62,nDjbU9kEpX
Midterm1,UPLEFa48ob,46,nDjbU9kEpX
Assignment5,UPLEFa48ob,50,nDjbU9kEpX
Midterm2,UPLEFa48ob,39,nDjbU9kEpX
Final Project,UPLEFa48ob,73,nDjbU9kEpX
Bonus Quiz,UPLEFa48ob,10,nDjbU9kEpX
Final Exam,UPLEFa48ob,20,nDjbU9kEpX
Assignment1,g0aGB2MNq6,89,nDjbU9kEpX
Assignment2,g0aGB2MNq6,47,nDjbU9kEpX
Assignment3,g0aGB2MNq6,71,nDjbU9kEpX
Assignment4,g0aGB2MNq6,56,nDjbU9kEpX
Midterm1,g0aGB2MNq6,26,nDjbU9kEpX
Assignment5,g0aGB2MNq6,79,nDjbU9kEpX
Midterm2,g0aGB2MNq6,59,nDjbU9kEpX
Final Project,g0aGB2MNq6,94,nDjbU9kEpX
Bonus Quiz,g0aGB2MNq6,8,nDjbU9kEpX
Final Exam,g0aGB2MNq6,63,nDjbU9kEpX
Assignment1,vMCwbZJ5UI,61,nDjbU9kEpX
Assignment2,vMCwbZJ5UI,70,nDjbU9kEpX
Assignment3,vMCwbZJ5UI,93,nDjbU9kEpX
Assignment4,vMCwbZJ5UI,75,nDjbU9kEpX
Midterm1,vMCwbZJ5UI,29,nDjbU9kEpX
Assignment5,vMCwbZJ5UI,23,nDjbU9kEpX
Midterm2,vMCwbZJ5UI,26,nDjbU9kEpX
Final Project,vMCwbZJ5UI,68,nDjbU9kEpX
Bonus Quiz,vMCwbZJ5UI,7,nDjbU9kEpX
Final Exam,vMCwbZJ5UI,85,nDjbU9kEpX
Assignment1,P80TDV5kec,69,nDjbU9kEpX
Assignment2,P80TDV5kec,100,nDjbU9kEpX
Assignment3,P80TDV5kec,55,nDjbU9kEpX
Assignment4,P80TDV5kec,64,nDjbU9kEpX
Midterm1,P80TDV5kec,49,nDjbU9kEpX
Assignment5,P80TDV5kec,30,nDjbU9kEpX
Midterm2,P80TDV5kec,46,nDjbU9kEpX
Final Project,P80TDV5kec,39,nDjbU9kEpX
Bonus Quiz,P80TDV5kec,6,nDjbU9kEpX
Final Exam,P80TDV5kec,77,nDjbU9kEpX
Assignment1,UX8dL9oWOH,85,nDjbU9kEpX
Assignment2,UX8dL9oWOH,62,nDjbU9kEpX
Assignment3,UX8dL9oWOH,45,nDjbU9kEpX
Assignment4,UX8dL9oWOH,97,nDjbU9kEpX
Midterm1,UX8dL9oWOH,24,nDjbU9kEpX
Assignment5,UX8dL9oWOH,46,nDjbU9kEpX
Midterm2,UX8dL9oWOH,22,nDjbU9kEpX
Final Project,UX8dL9oWOH,55,nDjbU9kEpX
Bonus Quiz,UX8dL9oWOH,0,nDjbU9kEpX
Final Exam,UX8dL9oWOH,49,nDjbU9kEpX
Assignment1,erGZXNCSa8,39,nDjbU9kEpX
Assignment2,erGZXNCSa8,35,nDjbU9kEpX
Assignment3,erGZXNCSa8,71,nDjbU9kEpX
Assignment4,erGZXNCSa8,22,nDjbU9kEpX
Midterm1,erGZXNCSa8,34,nDjbU9kEpX
Assignment5,erGZXNCSa8,78,nDjbU9kEpX
Midterm2,erGZXNCSa8,35,nDjbU9kEpX
Final Project,erGZXNCSa8,121,nDjbU9kEpX
Bonus Quiz,erGZXNCSa8,2,nDjbU9kEpX
Final Exam,erGZXNCSa8,91,nDjbU9kEpX
Assignment1,aKtF7xlCj,95,nDjbU9kEpX
Assignment2,aKtF7xlCj,71,nDjbU9kEpX
Assignment3,aKtF7xlCj,92,nDjbU9kEpX
Assignment4,aKtF7xlCj,26,nDjbU9kEpX
Midterm1,aKtF7xlCj,48,nDjbU9kEpX
Assignment5,aKtF7xlCj,58,nDjbU9kEpX
Midterm2,aKtF7xlCj,29,nDjbU9kEpX
Final Project,aKtF7xlCj,130,nDjbU9kEpX
Bonus Quiz,aKtF7xlCj,7,nDjbU9kEpX
Final Exam,aKtF7xlCj,37,nDjbU9kEpX
Assignment1,OcbMCqoATE,35,nDjbU9kEpX
Assignment2,OcbMCqoATE,93,nDjbU9kEpX
Assignment3,OcbMCqoATE,59,nDjbU9kEpX
Assignment4,OcbMCqoATE,56,nDjbU9kEpX
Midterm1,OcbMCqoATE,34,nDjbU9kEpX
Assignment5,OcbMCqoATE,23,nDjbU9kEpX
Midterm2,OcbMCqoATE,60,nDjbU9kEpX
Final Project,OcbMCqoATE,80,nDjbU9kEpX
Bonus Quiz,OcbMCqoATE,0,nDjbU9kEpX
Final Exam,OcbMCqoATE,71,nDjbU9kEpX
Assignment1,Ki437ImMiB,96,nDjbU9kEpX
Assignment2,Ki437ImMiB,99,nDjbU9kEpX
Assignment3,Ki437ImMiB,56,nDjbU9kEpX
Assignment4,Ki437ImMiB,65,nDjbU9kEpX
Midterm1,Ki437ImMiB,25,nDjbU9kEpX
Assignment5,Ki437ImMiB,58,nDjbU9kEpX
Midterm2,Ki437ImMiB,54,nDjbU9kEpX
Final Project,Ki437ImMiB,121,nDjbU9kEpX
Bonus Quiz,Ki437ImMiB,0,nDjbU9kEpX
Final Exam,Ki437ImMiB,95,nDjbU9kEpX
Assignment1,VkA4Ln4RP8,99,nDjbU9kEpX
Assignment2,VkA4Ln4RP8,79,nDjbU9kEpX
Assignment3,VkA4Ln4RP8,30,nDjbU9kEpX
Assignment4,VkA4Ln4RP8,23,nDjbU9kEpX
Midterm1,VkA4Ln4RP8,46,nDjbU9kEpX
Assignment5,VkA4Ln4RP8,58,nDjbU9kEpX
Midterm2,VkA4Ln4RP8,42,nDjbU9kEpX
Final Project,VkA4Ln4RP8,115,nDjbU9kEpX
Bonus Quiz,VkA4Ln4RP8,1,nDjbU9kEpX
Final Exam,VkA4Ln4RP8,76,nDjbU9kEpX
Assignment1,Vv5mvmR93y,36,nDjbU9kEpX
Assignment2,Vv5mvmR93y,85,nDjbU9kEpX
Assignment3,Vv5mvmR93y,55,nDjbU9kEpX
Assignment4,Vv5mvmR93y,84,nDjbU9kEpX
Midterm1,Vv5mvmR93y,52,nDjbU9kEpX
Assignment5,Vv5mvmR93y,77,nDjbU9kEpX
Midterm2,Vv5mvmR93y,50,nDjbU9kEpX
Final Project,Vv5mvmR93y,125,nDjbU9kEpX
Bonus Quiz,Vv5mvmR93y,3,nDjbU9kEpX
Final Exam,Vv5mvmR93y,88,nDjbU9kEpX
Assignment1,9mCMQL1myp,37,nDjbU9kEpX
Assignment2,9mCMQL1myp,92,nDjbU9kEpX
Assignment3,9mCMQL1myp,47,nDjbU9kEpX
Assignment4,9mCMQL1myp,24,nDjbU9kEpX
Midterm1,9mCMQL1myp,54,nDjbU9kEpX
Assignment5,9mCMQL1myp,84,nDjbU9kEpX
Midterm2,9mCMQL1myp,26,nDjbU9kEpX
Final Project,9mCMQL1myp,48,nDjbU9kEpX
Bonus Quiz,9mCMQL1myp,1,nDjbU9kEpX
Final Exam,9mCMQL1myp,46,nDjbU9kEpX
Assignment1,FGVfybCruk,44,nDjbU9kEpX
Assignment2,FGVfybCruk,28,nDjbU9kEpX
Assignment3,FGVfybCruk,40,nDjbU9kEpX
Assignment4,FGVfybCruk,99,nDjbU9kEpX
Midterm1,FGVfybCruk,34,nDjbU9kEpX
